GPS time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,GPS_Unique_Time,Pos_X,Pos_Y,Pos_Z,Lat,Lon,Alt
2024-04-13 16:52:19.418698+00:00,G02,14591866.966557112,-5125610.266319888,22056116.95658494,22792039.017682195,47.2,2024-04-13 16:52:19.418698+00:00,4436894.22401799,3085290.079431066,3376330.936908674,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G03,23173479.482240584,-12102446.045672685,4147832.625594413,24131358.53474073,44.3,2024-04-13 16:52:20.418698+00:00,4436885.989972337,3085286.123444191,3376327.6477539293,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G08,24944545.530409124,4723196.893046651,8404084.294735465,21178412.136658646,50.7,2024-04-13 16:52:21.418698+00:00,4436887.853863179,3085285.9517291253,3376327.179603123,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G10,-1422253.478673378,17205202.58820848,20295954.526775006,22802966.663672205,36.2,2024-04-13 16:52:22.418698+00:00,4436904.255416997,3085290.130597976,3376336.972099318,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G21,15717806.50748737,1649481.8821763806,21896290.070443552,21732699.375334933,44.1,2024-04-13 16:52:23.418698+00:00,4436898.73314918,3085283.2859683246,3376339.0692375414,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G27,23134798.299755145,13296734.95217622,-2727530.9775311192,22161735.16137114,43.2,2024-04-13 16:52:24.418698+00:00,4436893.684649458,3085294.479194733,3376328.8292926108,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G28,5190524.141343625,25780713.095625862,-3750984.782138576,23800201.24902511,38.1,2024-04-13 16:52:25.418698+00:00,4436896.033625432,3085287.83694428,3376327.5230926992,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:19.418698+00:00,G32,8004524.969909515,17928069.811361097,18190163.98179976,21271716.472752698,42.2,2024-04-13 16:52:26.418698+00:00,4436885.477512716,3085273.248358999,3376320.1817814508,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G02,14592304.580027768,-5122959.862970568,22056477.773290534,22791560.25545099,47.6,2024-04-13 16:52:27.418698+00:00,4436897.270670703,3085286.222429154,3376325.560124052,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G03,23173144.851224016,-12101962.982488178,4151008.955550389,24130882.15016987,44.8,2024-04-13 16:52:28.418698+00:00,4436898.501708476,3085285.091216269,3376327.1775719854,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G08,24945418.4244176,4723865.152570108,8401196.8474223,21178611.80900284,51.8,2024-04-13 16:52:29.418698+00:00,4436887.20925775,3085277.614818347,3376314.048816802,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G10,-1424413.5119917523,17206531.817258596,20294631.997,22803346.79792032,38.0,2024-04-13 16:52:30.418698+00:00,4436887.011781498,3085266.6886182227,3376323.8663521195,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G21,15718230.65578289,1652110.6281089815,21895876.27374978,21732380.07077358,44.9,2024-04-13 16:52:31.418698+00:00,4436898.770785267,3085284.9385635243,3376331.3209981844,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G27,23134418.74395557,13296813.731150793,-2730657.68200507,22162302.362566903,43.4,2024-04-13 16:52:32.418698+00:00,4436887.237020849,3085274.311456438,3376318.5033214856,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G28,5190297.342903983,25781212.27390917,-3747855.105153496,23799715.255928084,38.3,2024-04-13 16:52:33.418698+00:00,4436905.783994178,3085273.5954359537,3376321.553406944,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:20.418698+00:00,G32,8002427.067206242,17927217.899219863,18191927.459506016,21271987.78860179,43.1,2024-04-13 16:52:34.418698+00:00,4436892.009917437,3085270.012419712,3376316.7558607347,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:21.418698+00:00,G02,14592742.360147364,-5120309.446315745,22056838.140255928,22791087.77529817,46.7,2024-04-13 16:52:35.418698+00:00,4436914.4812722765,3085278.781748809,3376326.201585806,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:21.418698+00:00,G03,23172809.915852107,-12101479.674731452,4154185.196240549,24130409.08114038,45.3,2024-04-13 16:52:36.418698+00:00,4436901.401083977,3085270.9601808,3376314.961879298,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:21.418698+00:00,G08,24946291.02859182,4724533.211462991,8398309.225013707,21178815.07609189,51.1,2024-04-13 16:52:37.418698+00:00,4436902.3049873365,3085267.433108698,3376319.53473264,32.16883801798835,34.81368018897203,46.920619879849255
2024-04-13 16:52:21.418698+00:00,G10,-1426573.3289631158,17207861.090288807,20293309.03962805,22803734.12165813,37.3,2024-04-13 16:52:38.418698+00:00,4436900.123446444,3085266.423064465,3376311.5616042856,32.16883801798835,34.81368018897203,46.920619879849255
